Tweet,Sentimen,Emosi
"Gusdurian Peduli Tangerang Raya sedang membuka posko bersama Covid-19 hadapi Corona, untuk itu yg mau berdonasi berupa nominal rupiah dapat melalui rekening yg tertera.Untuk bantuan brupa barang, sandang, ataupun pangan bisa diantar langsung di posko atau hubungi CP",1,2
"Ada 15 cara menyuruh Covid-19 segera akn pergi ; 4. Jangan lagi ada ""pergaulan bebas"" tanpa batas, selingkuh dan kumpul tanpa ikatan sah. Bukankah Covid-19 telah mendidik kita untuk Sosial Distancing dan Physical Distancing, jaga jarak, bahkan bersalamanpun tdk bersentuhan?.",1,1
Semoga wababh covid-19 yang sedang melanda segera berlalu. Amiin,1,-1
PDP Covid-19 Asal Kota Cilegon Meninggal di RSUD Banten,0,-1
Anggaran Penanganan Covid-19 di Kabupaten Tangerang Tembus Rp240 Miliar,1,2
"PDIP mainnya kurang jauh...pulang sore mulu'...ha..ha. Sering sering nyender ditembok tetangga klo gag punya kuota, numpang wifi biar tahu berita dan informasi, adalah yg paling gencar bersuara saat covid 19 mewabah, eh ente bilang cari panggung",-1,-2
sekarang fokus lawan covid 19. kl mo kmpanye tunggu saatnya. sabar ...knp?,1,-2
"30.000 Lebih Narapidana Bebas di Tengah Wabah COVID-19, Termasuk Koruptor???",-1,-2
Ceritain dampak covid terhadap perekonomian Indonesia dan dampak bagi Perbankan dan upaya yg dilakukan pemerintah apa aja,0,-2
"Ya begitulah, doakan saja semoga yg lain terhindar dari covid, miris memang",1,-2
PRU 15!Rakyat mesti menolakahli politik yg suka mengganggu usaha KKM membenteras wabak Covid 19.,-1,-2
Kaur pemerintahan Desa Hidayat Himbau Warga menunda Mudik untuk cegah covid 19,1,1
btw ini beneran suspek covid casenya ya?,0,1
Saat ini pemerintah dan kita semua harus konsentrasi menyiapkan ketahanan masyarakat dalam menghadapi Covid19 dan dampak ekosisnya. Begini Penjelasan Muhaimin Terkait Timwas Covid-19 DPR RI ,1,1
"Cepat pergi Corona covid 19, aku rindu aktivitas seperti biasa. Bisa pergi kemanapun tanpa ngerasa cemas.",1,-1
Apa yang dilakukan oleh bunda maia lebih nyata dengan tindakan untuk memerangi Covid 19 dibandingkan dengan Roy Suryo. Jadi biarkan masyarakat yang menilai siapa bunda maia dan siapa Roy Suryo. Semudah itu kan menilai?,-1,-2
Kalo penyebabnya non covid kalo gasalah boleh dihadiri org dibawah 20 orang Ada di poster sosialisasinya kmrn cm ak gas sevvv,0,-2
"MenPAN RB Tjahjo Kumolo menerbitkan Surat Edaran atau SE tertanggal 9 April 2020, membatasi cuti PNS dan PPPK selama ada wabah virus corona COVID-19.",1,1
"Mobil Luar Kota Bebas Masuk Sumenep di Tengah Covid-19, Kadinkes: Bukan Tugas Dinas Kesehatan",-1,1
Buka fb trus liat berita nya si idn times lgsg shocked berat. Secara si doi lg di daerah situ trus pake ada berita provinsi lala 1org positif covid. Tolongin.,0,1
"Selamat pagi... Sahabat-Sahabatku semua dimanapun berada...Sahabat..., di hari yang penuh Kepanikan Ketakutan Kekhawatiran Kecemasa nKegelisahan ini dengan Wabah Pandemi Corona Covid-19 ini, mari kita sama-sama",1,1
"Enjoy bgt, tmnnya pada asik, matkul nya pun ga serumit yg dibayangkan, cuma ya ada 1/2 matkul yg nyebelin naudzubillah di semster ini grgr covid wkwk",0,-2
"CEGAH VIRUS CORONAMenindaklanjuti Maklumat Kapolri dan 8 Perintah Kapolri dalam rangka mencegah dan mengantisipasi penyebaran COVID-19 atau VIRUS CORONA, Polsek Banjarnegara giatkan BLP dan berikan himbauan",1,1
"COVID-19 masih mewabah, peniadaan salat Jumat di Padang diperpanjang sampai 21 April",1,1
"Tim medis udah bisa beristirahat dan melepas rasa lelah dirumah, kumpul sama keluarga lagi. Percuma juga merawat yg terinfeksi covid-19, tokh mereka cuma peduli sama penyanyi dan lupa sama diri sendiri.",-1,-1
Update Terbaru Peta Persebaran Covid-19 di Kabupaten Sidoarjo,0,1
"Bila hidup berpandu pd agama, adab serta akhlaknya akn jd indah.ramai marah pd gol tabligh krn spike kes covid naik berpunca dr mrk.Tp mrk juga ialah mangsa. Patient 0 mungkin tiada kena mengena dgn mrk. Bukan semua gol mrk yg degil utk uat saringan, kebanyakan besar akur",0,-2
"Menurut jurnal terbaru, International Journal of Infectious Diseases, Infeksi COVID 19 juga bisa bermanifestasi ke meningitis dengan gejala nyeri kepala hebat hingga kesadaran menurun, tidak ditemukan virus pada nasofaring maupun orofaring, melainkan di CSF (LCS)",1,1
New post (Mengalokasikan Ventilator Selama COVID-19: Apa itu 'Adil'?) has been published on Kafe Kepo -,1,1
"Covid ini kapan pergi sih, padahal aku itu dapet income tiap minggu dari event orang2 buat acara mau wedding, birthday, corporate dll. Semua event bulan kemarin dan bulan ini n bulan depan di cancel semua. Sedih tau",0,-2
Terakhir tu akun nyinyirin kinerja pa Presiden sama negor para partai politik yang ga ada kontribusinya di musim covid-19 ini,-1,-2
"Tapi tingkat kematian untuk yg tidak merokok karena covid-19, lima kali lebih tinggi.So.....",0,1
semoga wabah covid-19 ini cepat berakhir. biar kehidupan bisa kembali berjalan normal dan jaga kesehatan,1,2
"CEGAH VIRUS CORONAMenindaklanjuti Maklumat Kapolri dan 8 Perintah Kapolri dalam rangka mencegah dan mengantisipasi penyebaran COVID-19 atau VIRUS CORONA, Polsek Banjarnegara giatkan BLP dan berikan himbauan kepada",1,1
Ada yg tau virus corona (covid-19) jadwal world tournya selesai kapan?,-1,-1
Good morning.. Semoga pandemic Covid-19 cepat berlalu tanpa banyak memakan korban.,1,-1
Fraksi PKB Minta Pemkab Bandung Duduk Bersama Bahas Anggaran Covid-19,1,1
"Pemulung yg bawa karung putih ga dipedulikan, kamsudnya apa bagi2 gitu?! sebenarnya biar adil bikin program jaring pengaman sosial thdp seluruh org yg penghasilannya terdampak covid bukan hanya ke ojol aja ",1,-2
"kalo di jakarta aturan psbb, gak boleh dilayat kalo suspek/positif covid kalo bukan karna covid ada batasan 20 org.",0,-1
"Kamis Putih, pembasuhan kaki 12 Murid oleh Iesus. Teladan pelayanan Tuhan thd umat manusia. Kini Tuhan sdg membasuh hati seluruh umat manusia se Jagad dgn Covid-19. Segala urusan ritual komunal dikembalikan kpd pertobatan personal manusia thd Allahnya.",0,-1
Suwun MbakMugo2 Idrekan ttp bertahan ditengah badai Covid 19,1,-1
"orang2 yg nolak jenazah PDP atau positif Covid-19 bukan cuma ga punya otak karena goblobanget, tapi juga ga punya hati wtf aku benci banget",-1,-2
Covid-19: Menuliskan Sejarah Kemanusiaan Indonesia Baru ,0,-1
"ada banyak perawat yg harus diisolasi karna pasien tdk jujur saat anamnesis, ada juga yg akhirnya positif covid-19 dan meninggaludah meninggal pun masih harus dijahatin juga",0,-2
"Ada 15 cara memyuruh Covid-19 segera akan pergi ; 3. Jaga ucapan, makanan, dan pendengaran. Bukankah masker Covid-19 telah mendidik kita menutup mulut, lidah, telinga dan hidung?",1,-1
Meninggalnya karena covid apa gimana nder,0,1
Tindakan nyata untuk membantu masyarakat paling terdampak covid-19 yg dilakukan Pak Mensos Adalah Kebijakan Jitu,1,2
salam dari jakarta iya mas. baiklah mas. stay safe iya mohon bebas dari covid 19,1,-1
"Untuk perpanjang yg masa berlakunya sudah habis dr tanggal 29 maret s/d april akibat covid 19 itu di tunda dan akan di mulai kembali setelah tgl 29 mei, mohon info'a admin, makasih",1,-1
"Kalau yg pernah terinfeksi covid diberikan stempel apalagi dgn RFID Sebuah diskriminasi, Potensi kambuh..Masalah kesehatanAtau paru2 rusak..Asal jgn kayak bourne identity chip*stay safe & healthy",1,1
kita bisa lawan covid 19. yuk fokus sj. hilangkan kegaduhan kepentingan!!,1,1
"Cepat membaik bumiku. Aku tau mungkin kau lelah kali ini, menghadapi banyak tingkah manusia yg tak karuan.kali ini ku panjatkan doa untukmu agar marahmu lekas mereda,usirlah teman covid mu itu segera. sungguh aku benci melihatnya disini. mari kita berteman lagi seperti sedia kala",1,-1
"Dari lubuk hati yang paling dalam saya juga berharap ini lancar, agar mata rantai covid 19 bisa putus, krisis segera berlalu, dan roda ekonomi kembali berputar.",1,-1
Pergub DKI Jakarta 33 2020 tentang Pelaksanaan PSBB dalam Penanganan Covid-19 di Provinsi DKI Jakarta,0,1
"Amin.Bersama dengan peringatan Jumat Agung sore nanti, smoga darah-Nya yg tertumpah di kayu salib, memulihkan ibu bumi dari virus covid.",1,-1
tandai muka2nya klo die ato.keluarganya positif covid 19 para medis jgn mau ngobatin biar mampus aj lah,-1,-2
LIPI Latih 800 Relawan Perluas Pemeriksaan Spesimen Covid-19 -,1,1
"Lihat info apa yang saya bagikan: Daerah - Update Kondisi Terkini Penanganan Covid-19 di Aceh Tengah, Ini Kata Jubir | Media Radio berita online Terbaru hari ini dan terpercaya |",1,1
siram pke air biar diam.fokus lawan covid 19,1,-2
Kalau bukan Ahlinya jangan komentar Soal Covid-19. Tik-tokan saja dari pada salah,0,-2
Halo temen-temen mungkin loker ini bisa bantu dan jadi salah satu alternatif juga buat temen temen selama issue Covid-19 ini melanda,1,2
Rakyat anda yg meninggal akibat Covid-19 sudah nyaris 300 orang pak dhe.,-1,-1
"Ini Tips Ilmuwan Cara Tingkatkan Kekebalan Tubuh, Mari Bersama Kita Lawan Covid-19",1,2
"Kita lihat 14 hari ke depan,jika satu orang saja ada yg kena covid maka semua orang yg ada di situ harus Jadi ODP,karantina,isolasi.",1,1
"Sebagai penghormatan kepada leluhur Jepara, ritual setahun sekali ini tetap kita lakukan tentu dengan memperhatikan protokol kesehatan untuk pencegahan Covid-19 ini.",1,1
"Beliau membuat rilis di YouTube pribadinya bahwa ia positif Covid 19. Salut untuk pilihan memberikan klarifikasi dengan begitu kuat dan berani. Ini menunjukan sebuah harapan, alih-alih putus asa dan terpuruk.",0,-1
sanes na laukdaun. ke we lamun tos beres covid-19 na wkwk,0,1
"Tak lama lagi juru bicara umumkan, ""...dan nominasi penghargaan Covid-19 berasal dari satu cluster, disebar diterima dari Kober.... adalah .........""Penonton terdiam melihat panggung berderet peti mayat berbungkus plastik transparan.",-1,-1
Klo ngikutin twitnya di elisa..dia pernah loh iseng ngitung selisih antara data pemprov sama gugus covid..hasilnya pemrov yg meninggal 144 gugus covid 114.. Ya Allah kebayang sebenarnya bagaimana..,0,1
"Kirain PSPB ternyata PSBB, udah mikir covid dilawan pake pelajaran sejarah aja",0,1
"Putus Penyebaran Covid-19. Polsek Jatikalen memberikan Himbuan kepada warga masyarakat untuk lindungi diri sendiri dan keluarga dengan berada di rumah sajaTidak Mudik, Tidak Piknik dan Tidak Panik",1,1
"Yaa Allaah,Bimbinglah kami dengan CahayaMU menujuMU, dan jadikanlah kami Berdiri tegak dalam penghambaan sejati di hadapanMU.Yaa Robb,Lindungi &amp; selamatkanlah kami dari Akhlah tercela& tipu daya Nafsu yg hina &amp; tercela.Smg Covid-19 ini segera Engkau angkat dr negeri ini.",1,-1
Semoga virus covid 19 musnah dr negri ini amin,1,-1
Upaya pencegahan penyebaran virus Corona atau Covid-19 kembali dilakukan oleh Bandar Udara Internasional Sultan Aji Muhammad Sulaiman (SAMS) Sepinggan Balikpapan.Berita selengkapnya kunjungi,1,1
"Jumat Agung , selmat Ibadah di rumah masing2 tanpa mengurangi maknanya,semoga wabah covid-19 cepat selesai. amin",1,-1
Cegah covid-19 beserta jajaran Polsek Kuranji melakukan aksi peduli berupa pembagian masker gratis bagi pengguna jalan kegiatan ini dilakukan di depan Polsek Kuranji.Kamis (9/4) Febriputraguci,1,1
"pagi... kenapa ya di daerah sy (cipinang besar selatan) rt 7 rw 6 nya tdk prnh aware dgn warganya. Setiap ada bantuan tidak pernah transparansi & kejadian covid ini jg tidak ada tindakan semprot disinfektan, dbd jg banyak tp tidak ada fogging. Tp uang kas ttp jalan",0,-2
"Kementerian Agama Provinsi Papua Barat, Azis Hegemur mengatakan, Umat Islam diProvinsi Papua Barat diimbau agar tidak menolak pemakaman jenazah pasien positifterjangkit Covid-19. OPM",1,-2
"Hei guys, gw mau ngajak kalian untuk agar pandemik covid-19 ini lekas hilang. AamiinGimana??Kurangin dah tuh nongki2, halan2, atau segala aktivitas diluar ruangan. Yuk belajar utbk aja, tau sendirikan pesaing lo tuh buanyak banget. Yok ",1,2
JANGAN ADA DUSTA DIANTARA KITA: Kisah Pilu Dokter Menangani Pasien Yang Ternyata Positif Covid-19  ,1,-1
Saya kuatir test Covid-19 belum menyeluruhTau2 nanti ada korban tergeletak mati suspek coronaNgeri,-1,1
Ada yang kek gue saking fokus sama berita soal covid hari ini siap siap kerja padahalan tanggal merah,0,-1
"Berat Mbah, terlalu banyak kemungkinan: Sedang haid gak ndang mampet Jualan online gak payu-payu Lagi horny sing lanang mumet covid Sudah masak enak dapat berkatan yg lebih enak Sariawan Loro untu Keputihan Murus ilate kecakot Bengese anyar Masker kerlisut Dst...",0,1
Amalkan langkah-langkah pencegahan penularan COVID-19 sebagai amalan dalam kehidupan seharian kita.SHARING IS,0,1
Bumi..Maafkan Kami..Yang Tak Pernah Sadar.. Bahwa Kau Juga Butuh Istirahat.,1,-1
Anggota Polsek Koba Himbau para pemuda Tidak Kumpul-kumpul dan segera pulang kerumahnya masing-masing untuk mencegah penyebaran COVID-19..  ,1,1
Kopi pagi ini cukup nikmat.Kabar baiknya pemerintah Aceh menyalurkan bantuan pokok utk Masyarakat terdampak Covid-19 dgn kriteria bukan penerima PKH & BPNT. Alhamdulillah ,1,2
Sugeng ambal Warso... Yg buat ak n kita bahgia saat ini adalah covid segera teratasi dan semua bisa melakukan kegiatan seperti biasa...,1,-1
"4. Langkah yg dapat di ambil pemerintah dalam mengatasi dampak Covid-19 terhadap Kerjasama InternasionalJawab :1. Pengumpulan data kesakitan dan kematian penduduk.2. Pemeriksaan klinis, fisik, laboratorium dan penegakan diagnosis",1,1
"Ini Tips Ilmuwan Cara Tingkatkan Kekebalan Tubuh, Mari Bersama Kita Lawan Covid-19 Sistem ketahanan tubuh adalah mekanisme yang efektif untuk menjaga tubuh dari serangan penyakit. - via",1,2
"Semoga diberikan kesehatan jasmani n rohani, ya dok. Dan semoga kita semua selalu dalam Lindungan ALLAH SWT agar terhindar dari fitnah dajjal. AamiinMulut senantiasa selalu berdzikir, insyaALLAH bs mjdi tameng virus covid-19 selain ikhtiar.",1,-1
Semoga segera diberi kesembuhan  jgn coba2 lg menulis corona tentara Allah. Virus tdk mengenal sara. Marilah berdoa spy wabah ini segera berakhir. Amiiin ,1,-1
"Disebabkan pandemik COVID-19, penjarakan sosial perlu menjadi norma baharu sekurang2nya untuk satu tempoh waktu tertentu.Untuk tahun ini, sekurang2nya perlu ada kawalan, pemantauan atau mungkin batalkan perhimpunan sama ada perhimpunan Ramadan, Aidilfitri atau Haji",-1,-1
"Ini adalah wujud cinta kasih dan duka kami warga Maluku atas meninggalnya salah satu putra terbaik Maluku, Kaka tercinta Kami menyadari bahwa virus covid-19 ada dimana dan mengancam kami, tp ketakutan itu terkalahkan org rasa duka kami.Mohon jgn bully kami.",0,-1
"Covid-19 memiliki arti kata Co yakni corona, Vi yakni virus dan D yakni disease atau penyakit. Kemudian ditambahkan angka 19, yakni 2019 mewakili tahun. Smg puas dgn jwban ini halo Luna ",0,-2
Ini adalah contoh beberapa kondisi penerapan alat pengaman di Apotek agar meminimalisir penularan COVID-19. Bagaimana kondisi di apotek anda? Silahkan share dan tag medsos kami dengan hashtag,0,1
"Menunggu sampai wabah COVID-19 mereda. Sabar ya, karena keselamatan orang banyak lebih penting dari segalanya",1,-1
Para koruptor &amp; kejahatan lain dibebaskan alasan krn pandemi covid-19,-1,-2
"7. Jgn lgi ada rasa angkuh, sombong, & mrasa besar serba bisa.Bukankh Virus Corona yg kecil & tk tmpak mata itu tlah mndidik kita, bahwa tdk ada yg mampu mncegahnya jka Covid-19 ingin dtang mmpir?, dan Covid-19 tdk mngenal status sosial miskin aau kaya, tua atau muda pmbesar",1,-2
Pandemi corona mengancam nasib media lokal  ,-1,-1
"Baru dapet info kalo di gang sebelah rumah di Lumajang udah ada yg positif Covid-19, semoga seluruh keluarga disana aman ",1,-1
Tapi anis ni tak main tiktok dan alhamdulillah tak kena covid,0,2
Sebagai bentuk dukungan terhadap tim medis yang tengah berjuang menghadapi dan merawatpasien Covid-19. FPI kembali menyalurkan sejumlah bantuan berupa APD serta makanan dan minuman bernutrisi untuk para Tim Medis.,1,2
Kasihan ibu korban covid 19.Yg memohon kepada wargaVideo : 2,0,-1
"Dan terjadi lagi, penolakan warga terhadap jenazah perawat yang menangani COVID-19 di RSUP Kariadi, Semarang!Lokasi: Suwakul, Ungaran.Video : 1",-1,-1
2. Dampak Covid-19 terhadap Kerjasama InternasionalJawab:1. Adanya kapasitas perawatan kesehatan yang cukup 2. Harus terintegrasi antara kebijakan pada bidang kesehatan dan ekonomi makro3. kerja sama internasional maupun kemitraan lintas batas,1,2
"KITA PUTUS DULU YAuntuk memutuskan mata rantai COVID-19 tak cukup dgn jaga jarak saja, gunakan MASKER jika keluar rumahlindungi dirimu, karena mungkin saja seseorang disekitar kita terjangkit COVID-19",1,-1
Kenapa harus banget ngikutin berita covid ?Karna di ruang isolasi itu ga enak banget Astagfirullah cukup sekali dan semoga virus ini segera lenyap dari bumi,-1,-1
"Bali terkini (April 2020), efek global Covid-19. Simak selengkapnya pada video saya,Link youtube:",0,1
"Satu hari dia (Covid-19),akan pulang ke tempat asalnya... Tapi smp waktu itu kita harus terus bersabar dan berdoa moga semuanya dipermudahkan - Ustaz Fawwaz",0,-1
[HMS Itenas Peduli]Pandemi Covid-19 menghadirkan berbagai keprihatinan sosial di seluruh Indonesia. Sudah saatnya kita keluarga besar HMS Itenas Bandung turun tangan memberikan bantuan kemanusiaan. Ayo Berdonasi untuk Dukung Perlengkapan Medis Tenaga Kesehatan COVID-19!,1,2
"kemenkeuri Tak bisa dipungkiri, aktivitas perekonomian yang kian tertekan akibat Covid-19 membuat banyak orang harus kehilangan pekerjaan/penghasilan. Pemerintah telah menyusun strategi untuk",1,-1
"Kamis malam Se-Dunia Mengetuk pintu langit dan munajat doa ..Memohon pada Sang Khaliq..Merayu Sang Maha mendengar..Meminta Sang Maha AdilUntuk keselamatan Dunia dari wabah Covid-19NU ku selalu ada , tetap ada dan terus ada ",1,-1
Hari ini hari jumaat.Anda rindu solat jumaat?Mudah2an Covid-19 ini berlalu pergi. Mudah2an peperangan ini kita menang. ,1,-1
Dua warga Kabupaten Lampung Utara yang dinyatakan positif terpapar Covid-19 dikarantina di komplek Islamic Center Kotabumi...Menurut Plt Bupati Budi Utomo yang juga Ketua Tim Gugus Tugas Penanggulangan ,1,-1
"Presiden Tidak ada langkah serius hadapi pandemi Covid-19,akan menjadi bom waktu bagi semua orang indonesia tidak diyerima di dunia internasional .  ",-1,-2
"Bagi anda Korban PHK atau dirumahkan akibat penyebaran virus COVID-19, yuk daftarkan diri anda untuk mendapatkan Kartu PRA KERJA.Mudah koq...Daftar aja di website :",1,2
"bersama, bersatu lawan penyebaran virus Corona Covid-19, Jaga kesehatan, jauhi kerumunan, cuci tangan pakai sabun serta tetap ...Infolingga...",1,2
"Kapolrestabes Semarang Bersama Forkopimda Kota Semarang Memberikan Himbauan Kepada Masyarakat untuk Memakai Masker, Jaga Kebersihan dan Tetap di rumah guna memutus mata rantai penyebaran virus corona atau covid 19....",1,1
"Gpp nyai mendingan gitu hibur diri daripada keluar rumah, tetap sehat nyai semoga Alloh melindungi dan menjauhkan wabah covid utk kita semua aamiin ",1,1
"Tak Kenal Lelah, Tim Gugus Tugas Covid 19 Kembali Semprot Pemukiman Padat Penduduk di Belawan -",1,1
"Berapa banyak bahan kempen dia mahu padam da...Daripada release, padam... release, padam macam ni... lebih baik dok dendiam wat keje yg org tk nampak, takyah wat kempen langsung. Save wang kerajaan, boleh masuk tabung Covid-19 tolong rakyat.",0,-2
Surabaya  Babinsa Koramil Tenggilis mejoyo terus berupaya melaksanakan sosialisasi kepada warga masyarakatnya untuk meredam mewabahnya virus corona atau Covid 19.Kali ini Serma Siswono dan Sertu Supri Warsoyo ,1,2
"Pakai masker, mainkan yoyo mu . Potret ini di sd vita school. Dilakukan sebelum pandemi covid-19 . Tp budaya menggunakan masker sudah dilakukan .Contact Us :Cak Dolan : 085850080188Twitter :",1,1
"Cegah Virus Corona Covid-19, Srikandi Polres Pasuruan Bagikan Masker ke Masyarakat.. ",1,2
"AWALNYA rezim jkw MEREMEHKAN/ MENUTUPI demi amankan turis, proyek2x, investor, TKA dari negara cina komunis ? tapi saat indonesia DISERANG penguasa gagap tidak bisa mencegah, mengendalikan & lindungi rakyat dari tertular & kematian",-1,-1
"Indonesia tegaskan perlunya DK PBB tunjukkan kesatuan dlm atasi dampak COVID-19 thdp perdamaian & keamanan internasional. Perlu kerja sama global, solidaritas &menghindari diskriminasi serta stigmatisasi. ",1,1
"Entah entah covid ni syaitan. Yela , sebelum dia kena kurung dia kurung kita dulu . hahahahahahahahahh",-1,-2
"DPRD Kota Makassar info_dprd_kotamakassar , Pemerintah Makassar Realokasi (refocusing) Anggaran sebesar 190 Milyar, untuk penanganan dampak Pandemi COVID-19 di Kota Makassar. Ketua DPRD kota makassar",1,2
Covid-19 Membuka Jalan Perdamaian Israel-Palestina,1,2
"Kata dia nih untuk mencegah virus Covid 19 harus rajin Mandi,, Perasaan gw semua yg meninggal jg rajin mandi,,,Bangun Tidur Si Torus Mandi,,Tidak Lupa Menggosok Biji,,,",-1,-2
"Covid-19 akan pergi... InsyaAllah kerana masih ada manusia yang rukuk pada Allah, masih ada bayi yang menyusu dan masih ada burung dan haiwan lain yang mencari makanan untuk terus hidup  - Ustaz Fawwaz",1,1
Udah siap Maret gegara si Covid ini batal semua play list film Gw,0,-2
"Siapkan Rp30 Miliar Lebih untuk Penanganan Covid-19, DPRD Minta Pemkot Cilegon Transparan",0,-2
Kaur pemerintahan Desa Hidayat Himbau Warga menunda Mudik untuk cegah covid 19  ,1,1
"Cepat pergi Corona covid 19, aku rindu aktivitas seperti biasa. Bisa pergi kemanapun tanpa ngerasa cemas. ",1,-1
"Enjoy bgt, tmnnya pada asik & matkul nya pun ga serumit yg dibayangkan, cuma ya ada 1/2 matkul yg nyebelin naudzubillah di semster ini grgr covid wkwk",0,-1
 Cuba lah kena Covid 19 baru tau kebal ke tak,-1,-2
"Tapi tingkat kematian untuk yg tidak merokok karena covid-19, lima kali lebih tinggi.",-1,-1
semoga wabah covid-19 ini cepat berakhir. biar kehidupan bisa kembali berjalan normal  jaga kesehatan,1,-1
tak pulak kena covid huhu oh lupa muda and tiada penyakit,0,-2
"orang2 yg nolak jenazah PDP atau positif Covid-19 bukan cuma ga punya otak karena goblobanget, tapi juga ga punya hati wtf aku benci banget kasian begooooo",-1,-2
Temas yok covid var,0,2
"Ikut Roger Roger Labuanfm pagi ini bersama MEJ (PA) Zico Bin Sual, Pegawai Pertahanan Awam Daerah WP Labuan dengan topik Tugas Dan Cabaran APM Dalam Menangani COVId-19 pukul 9.30 pagi.",1,1
"Tak beriya pun nak raya ke apa, rasanya memang tak fikir langsung kot. Hmmm cuma harap semua cepat sembuh and covid-19 ni cepat cepat hilang",1,-1
".Kalau yg pernah terinfeksi covidDiberikan stempel apalagi dgn RFID Sebuah diskriminasi, Potensi kambuh..Masalah kesehatanAtau paru2 rusak..Asal jgn kayak bourne identity chip*stay safe & healthy",0,1
Makasih ya semoga semua WNI cerdas dlm bersikap dg Covid-19 ini,1,1
"Ada 15 menyuruh Covid-19 segera akan pergi ; 2. Jangan lagi berpakaian minim lagi ketat mengumbar aurat. Bukankah Covid-19 telah mendidik kita berpakaian serba tertutup?, dan memang kan semua agama Samawi memuliakan pakaian yang rapih, bersih dan sopan.",1,2
"New post (Bahas Kesiapan Daerah Tangani Covid-19, Walikota Parepare Vidcon Kemendagri) has been published on Baca Pesan -",1,1
 hadiah kau masih tersangkut sebab covid 19  ,-1,-1
Sinar Mas Land benar-benar all out membantu memerangi virus corona (covid-19) di Indonesia.,1,2
Operasi Keselamatan Tinombala Covid 19 Polres Touna. ,1,1
covid to penghuni bumi 'emang ngapasi kalo ada gue? ZHOMBONG AMAT,-1,-2
Malminga kah ini?? jangan keluar rumah bahaya covid-19 waspada ok!!,1,1
Dan erupsi anak krakatau sementara ini berhasil menggeser perhatian dari covid-19 ,-1,1
Relawan Kec Pajarakan Kab Probolinggo Prov Jatim Siap melakukan pencegahan penyebaran wabah Covid-19.,1,1
Ini bau2nya dg meningkat jumlah positif covid-19 bisa sampai akhir tahun pembatasan sosialnya,-1,-1
Mari kita sama-sama memutuskan rantai Covid-19 dengan cara Pyhsical Distancing dan Social Distancing... ,1,2
"Malam admin, mau nanya, untuk pengiriman barang dari luar negeri/ USA masih bisakah terkait adanya Covid-19?",0,1
Yg patut digaris bawahi bukan hanya bertambahnya yg terinfeksi covid-19... tetapi perbandingan antara yg sembuh dan wafat.Lebih banyak yg wafat..adSemoga pendemi ini cepat berlalu,1,-1
"Aku sm adik2 yg lain ga ikut ke rs... gatau ini siapa yg jaga, malah setau aku ga boleh ada yg jaga biar ga rawan covid thankyou ci!",0,-1
"Mari "" ki bersama Polri Jaga kamtibmas dan Cegah penyebaran Virus Covid - 19 dengan Tetap di Rumah, jangan mudik",1,1
Polisi Amankan Tiga Orang Yang Diduga Provokator Penolakan Pemakaman Jenazah Perawat Korban Covid-19,1,-2
ada poin di mana dia memang menggampangkan covid di bln februari. gw gemes jg wkt itu. tp skrg smua jg ga bisa liat masalah dgn lbh waras.,-1,-2
Jom nak pergi mana covid covid ni duduk rumah moha. ni ke sana ke sini ke sana ke sini,1,1
"Nah itu dia, Pimpinan daerah (Gubernur/Walikota/Bupati) adalah Ketua Gugus Tugas Penanggulangan Covid-19 di daerah masing-masing.",0,1
"Satu Warga Kuningan Dirujuk ke RS Darurat Covid-19 Citra Ibu, Dijemput Petugas Pakai APD Lengkap",1,-1
Mengapa Menolak Jenazah Covid-19,-1,-2
Pasien positif COVID-19 bertambah 2 orang lagi. Kini total kasus positif Corona di Jambi menjadi 4 orang.,0,-1
Covid Teknesi !,0,1
"Hai Cay, berhubung penerbangan kamu bukan termasuk dalam penerbangan berdampak Covid-19, kamu bisa temukan informasi mengenai refund kamu di sini",0,1
FKG Unhas gelar pekan solidaritas peduli COVID-19,1,2
Penyebaran COVID-19 di Makassar telah melalui trasmisi lokal,0,-1
"Gue punya alergi yang efeknya itu buat gue bersin, batuk dan mata gue berair. Saat pandemi COVID-19 ini, kebetulan alergi gue kumat. Dan apa ? Gue usaha buat nahan supaya ga batuk dan bersin saat lagi belanja kebutuhan kost diluar ruangan.",1,-1
haiya nk gi shensiong tapi takut  bukan pasal covid tapi pasal hais,0,1
"Bisa nggak sih, stop share hall yang menakutkan dan memuakkan tentang COVID-19. It's okey. Itu informasi penting emang, tapi jujur. Buat orang yang parnoan kaya gue, ini hal yang mengganggu banget. Gue kepikiran terus.",-1,-2
Update kasus Covid 19 hari ini bertambah 330 kasus baru positif sehingga totalnya menjadi 3842 kasus. Achmad Yurianto menambahkan bahwa pertambahan itu menandakan banyak warga yang belum disiplin.,0,-1
"Beli tong besarIsi sepenuh yang mungkinSimpanLpas Covid-19 beransur pulih, confirmed harga minyak naik balik.. By that time duit hang dah selamat, while orang lain tengah huha huha bising harga minyak melambung sambil menyalahkan kerajaan tak kawal kenaikan harga.Believe me!",0,1
"jadi pas itu aku malakin masku, karena covid kan gak bisa pergi jauh buat beli kado.barusan diajak ke indoapril, dia nyuruh aku ambil apa yang aku mau. berasa ditantang, so ya aku ambil ini semua. pas ditotal nominalnya sesuai sama apa yang aku palakin WKWKWKWKWK",-1,-2
